round,week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id
Quarter-finals,,Wed,2023-04-12,21:00,Milan,1.1,1–0,1.3,Napoli,74742,Stadio Giuseppe Meazza,István Kovács,/en/matches/f17a0183/Milan-Napoli-April-12-2023-Champions-League,Leg 1 of 2,f17a0183
Quarter-finals,,Wed,2023-04-12,21:00,Real Madrid,2.3,2–0,0.7,Chelsea,63142,Estadio Santiago Bernabéu,François Letexier,/en/matches/0e7d4ede/Real-Madrid-Chelsea-April-12-2023-Champions-League,Leg 1 of 2,0e7d4ede
Quarter-finals,,Tue,2023-04-18,20:00,Chelsea,1.9,0–2,1.8,Real Madrid,39453,Stamford Bridge,Daniele Orsato,/en/matches/aac9025a/Chelsea-Real-Madrid-April-18-2023-Champions-League,Leg 2 of 2; Real Madrid won,aac9025a
Quarter-finals,,Tue,2023-04-18,21:00,Napoli,2.2,1–1,2.0,Milan,52728,Stadio Diego Armando Maradona,Szymon Marciniak,/en/matches/b3370170/Napoli-Milan-April-18-2023-Champions-League,Leg 2 of 2; Milan won,b3370170
Quarter-finals,,Wed,2023-04-19,21:00,Bayern Munich,2.2,1–1,1.3,Manchester City,75000,Allianz Arena,Clément Turpin,/en/matches/3b8c18de/Bayern-Munich-Manchester-City-April-19-2023-Champions-League,Leg 2 of 2; Manchester City won,3b8c18de
Quarter-finals,,Wed,2023-04-19,21:00,Inter,1.2,3–3,0.7,Benfica,75380,Stadio Giuseppe Meazza,Carlos del Cerro,/en/matches/cc8e0837/Internazionale-Benfica-April-19-2023-Champions-League,Leg 2 of 2; Inter won,cc8e0837
Semi-finals,,Tue,2023-05-09,21:00,Real Madrid,0.7,1–1,0.5,Manchester City,63485,Estadio Santiago Bernabéu,Artur Dias,/en/matches/40a448b8/Real-Madrid-Manchester-City-May-9-2023-Champions-League,Leg 1 of 2,40a448b8
Semi-finals,,Wed,2023-05-10,21:00,Milan,0.9,0–2,2.0,Inter,75532,Stadio Giuseppe Meazza,Jesús Gil,/en/matches/475dcc06/Derby-della-Madonnina-Milan-Internazionale-May-10-2023-Champions-League,Leg 1 of 2,475dcc06
Semi-finals,,Tue,2023-05-16,21:00,Inter,1.0,1–0,0.5,Milan,75567,Stadio Giuseppe Meazza,Clément Turpin,/en/matches/b73c99ae/Derby-della-Madonnina-Internazionale-Milan-May-16-2023-Champions-League,Leg 2 of 2; Inter won,b73c99ae
Semi-finals,,Wed,2023-05-17,20:00,Manchester City,2.8,4–0,0.5,Real Madrid,52313,Etihad Stadium,Szymon Marciniak,/en/matches/8358b4a1/Manchester-City-Real-Madrid-May-17-2023-Champions-League,Leg 2 of 2; Manchester City won,8358b4a1
Final,,Sat,2023-06-10,22:00,Manchester City,1.0,1–0,1.7,Inter,71412,Atatürk Olimpiyat Stadı (Neutral Site),Szymon Marciniak,/en/matches/32081d2b/Manchester-City-Internazionale-June-10-2023-Champions-League,,32081d2b
