players_used,Age,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),url
20,24.8,6,540,90,100,6,66,84,39,26,16,28,0.83,4,8,-4,-0.67,9.0,7.5,1.5,0.26,/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats
25,27.5,8,720,90,100,8,88,82,49,39,18,46,1.88,19,12,7,0.87,14.7,10.6,4.1,0.51,/en/squads/822bd0ba/2022-2023/Liverpool-Stats
20,28.1,6,540,90,100,6,66,82,38,29,19,40,0.5,7,21,-14,-2.33,6.4,9.6,-3.3,-0.55,/en/squads/187832f5/2022-2023/Maccabi-Haifa-Stats
23,27.1,13,1170,90,100,13,143,83,103,39,24,99,2.23,32,5,27,2.08,26.5,10.5,16.0,1.23,/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats
19,27.0,6,540,90,100,6,66,79,38,28,24,24,1.0,8,8,0,0.0,8.6,5.1,3.5,0.59,/en/squads/5725cc7b/2022-2023/Marseille-Stats
23,26.3,12,1080,90,100,12,132,81,80,51,21,74,1.5,15,11,4,0.33,16.5,14.6,1.9,0.16,/en/squads/dc56fe14/2022-2023/Milan-Stats
22,26.4,10,900,90,100,10,110,82,61,48,19,64,2.2,26,8,18,1.8,25.2,13.0,12.2,1.22,/en/squads/d48ad4ff/2022-2023/Napoli-Stats
21,27.5,8,720,90,100,8,88,84,57,32,17,49,1.75,16,10,6,0.75,10.8,10.0,0.8,0.1,/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats
24,26.8,8,720,90,100,8,88,83,49,36,17,59,1.63,12,8,4,0.5,15.2,11.4,3.9,0.48,/en/squads/5e876ee6/2022-2023/Porto-Stats
22,26.1,8,720,90,100,8,88,81,50,38,21,29,1.63,14,17,-3,-0.37,11.7,12.4,-0.8,-0.1,/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats
19,22.5,6,540,90,100,6,66,83,44,22,20,40,1.0,5,9,-4,-0.67,8.3,6.9,1.4,0.23,/en/squads/50f2a074/2022-2023/Red-Bull-Salzburg-Stats
22,28.3,6,540,90,100,6,66,79,37,28,24,39,0.0,2,22,-20,-3.33,4.9,14.3,-9.4,-1.57,/en/squads/86b7acd2/2022-2023/Rangers-Stats
22,27.8,12,1080,90,100,12,132,83,81,51,18,86,2.17,26,13,13,1.08,22.3,15.9,6.4,0.53,/en/squads/53a2f082/2022-2023/Real-Madrid-Stats
24,28.8,6,540,90,100,6,66,78,38,29,27,42,0.83,6,12,-6,-1.0,5.4,10.2,-4.8,-0.8,/en/squads/ad2be733/2022-2023/Sevilla-Stats
20,24.3,6,540,90,100,6,66,84,42,24,18,48,1.0,8,10,-2,-0.33,3.7,10.9,-7.1,-1.19,/en/squads/e89d5a28/2022-2023/Shakhtar-Donetsk-Stats
25,25.3,6,540,90,100,6,66,74,36,27,32,37,1.17,8,9,-1,-0.17,3.8,9.8,-6.0,-1.01,/en/squads/13dc44fd/2022-2023/Sporting-CP-Stats
25,27.8,8,720,90,100,8,88,84,60,27,18,65,1.5,8,7,1,0.12,10.0,8.8,1.2,0.15,/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats
22,28.1,6,540,90,100,6,66,78,35,30,25,24,0.0,5,24,-19,-3.17,5.5,15.1,-9.5,-1.59,/en/squads/02cd81bf/2022-2023/Viktoria-Plzen-Stats
