players_used,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,url
24,8.0,2683,3431,78.2,45391,16565,1307,1496,87.4,1013,1210,83.7,258,492,52.4,6,6.3,6.5,-0.3,61,182,53,18,202,/en/squads/18050b20/2023-2024/FC-Copenhagen-Stats
24,6.0,3091,3649,84.7,52949,16414,1343,1483,90.6,1483,1632,90.9,209,364,57.4,5,6.9,8.3,-1.9,64,239,68,7,310,/en/squads/fb4ca611/2023-2024/Feyenoord-Stats
20,6.0,2375,3087,76.9,41175,15333,1090,1272,85.7,983,1194,82.3,231,426,54.2,6,6.5,7.3,-0.5,71,198,58,19,271,/en/squads/ecd11ca2/2023-2024/Galatasaray-Stats
22,8.3,3867,4655,83.1,68701,21846,1673,1889,88.6,1762,1979,89.0,364,581,62.7,6,10.6,8.9,-4.6,90,230,76,30,322,/en/squads/d609edc0/2023-2024/Internazionale-Stats
21,8.0,3593,4273,84.1,60583,20809,1739,1920,90.6,1510,1698,88.9,288,472,61.0,5,6.8,6.7,-1.8,70,240,53,11,328,/en/squads/7213da33/2023-2024/Lazio-Stats
20,6.0,2005,2609,76.8,34144,14010,962,1141,84.3,768,947,81.1,193,346,55.8,4,4.3,4.1,-0.3,48,151,41,14,185,/en/squads/fd4e0f7d/2023-2024/Lens-Stats
25,10.3,7330,8040,91.2,118636,32871,3775,3994,94.5,2958,3152,93.8,481,635,75.7,20,16.5,21.5,3.5,162,604,144,18,636,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats
24,6.0,2254,2813,80.1,39441,14378,1047,1187,88.2,927,1073,86.4,211,407,51.8,9,7.1,7.0,1.9,49,150,41,8,214,/en/squads/19538871/2023-2024/Manchester-United-Stats
23,6.0,1968,2434,80.9,35822,13726,855,965,88.6,830,972,85.4,231,362,63.8,5,7.4,6.2,-2.4,72,155,50,17,204,/en/squads/dc56fe14/2023-2024/Milan-Stats
23,8.0,3790,4554,83.2,62568,21493,1921,2147,89.5,1442,1656,87.1,329,512,64.3,5,8.1,10.4,-3.1,84,236,78,12,352,/en/squads/d48ad4ff/2023-2024/Napoli-Stats
23,6.0,2020,2544,79.4,36387,13839,906,1038,87.3,861,1003,85.8,214,392,54.6,5,4.2,5.3,0.8,45,142,46,6,232,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats
22,8.0,3151,3937,80.0,56107,20436,1407,1592,88.4,1292,1489,86.8,352,604,58.3,5,7.5,9.7,-2.5,103,281,70,20,347,/en/squads/e334d850/2023-2024/PSV-Eindhoven-Stats
21,12.0,6727,7782,86.4,117422,34905,2906,3223,90.2,3070,3362,91.3,584,863,67.7,12,19.0,16.9,-7.0,171,551,146,20,667,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats
25,8.3,3051,3771,80.9,54682,18728,1287,1470,87.6,1303,1473,88.5,342,581,58.9,12,7.8,9.2,4.2,76,196,76,17,292,/en/squads/5e876ee6/2023-2024/Porto-Stats
23,8.0,3187,3885,82.0,53881,19628,1517,1710,88.7,1316,1494,88.1,277,465,59.6,13,9.9,7.2,3.1,99,192,69,16,231,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats
23,6.0,1945,2553,76.2,36367,13490,809,955,84.7,841,1012,83.1,244,444,55.0,3,4.8,4.9,-1.8,50,138,42,9,203,/en/squads/50f2a074/2023-2024/Red-Bull-Salzburg-Stats
23,13.3,7063,7994,88.4,114893,37212,3635,3856,94.3,2686,2926,91.8,546,836,65.3,21,19.0,17.2,2.0,175,548,110,21,560,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats
26,8.0,3204,4006,80.0,58565,20031,1320,1538,85.8,1442,1646,87.6,345,587,58.8,5,7.4,6.2,-2.4,81,244,55,9,335,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats
22,6.0,1678,2235,75.1,31547,13196,731,846,86.4,703,879,80.0,215,392,54.8,5,6.6,5.4,-1.6,63,132,38,13,189,/en/squads/099c6eb5/2023-2024/Red-Star-Stats
24,6.0,2123,2748,77.3,38486,13546,928,1077,86.2,924,1101,83.9,218,433,50.3,6,4.6,4.9,1.4,41,149,37,15,178,/en/squads/ad2be733/2023-2024/Sevilla-Stats
21,6.0,2210,2713,81.5,37924,13459,1089,1188,91.7,856,987,86.7,213,386,55.2,7,5.8,4.9,1.2,51,129,36,7,154,/en/squads/e89d5a28/2023-2024/Shakhtar-Donetsk-Stats
21,6.0,1659,2244,73.9,30995,12807,703,830,84.7,706,864,81.7,209,418,50.0,4,4.5,3.8,-0.5,43,139,47,18,165,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats
23,6.0,1910,2478,77.1,35573,13315,806,956,84.3,794,918,86.5,260,453,57.4,5,4.5,4.9,0.5,59,136,25,14,142,/en/squads/4b682260/2023-2024/Young-Boys-Stats
