players_used,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,url
24,10.0,4645,5454,85.2,82454,27170,1960,2177,90.0,2369,2635,89.9,288,515,55.9,10,10.1,9.8,-0.1,75,328,64,5,337,/en/squads/b81aa4fa/2024-2025/Celtic-Stats
21,12.0,4965,5833,85.1,92228,31009,2031,2242,90.6,2413,2626,91.9,478,812,58.9,7,7.9,9.1,-0.9,98,321,67,14,351,/en/squads/f1e6c5f1/2024-2025/Club-Brugge-Stats
25,8.0,2289,2967,77.1,40839,15404,1007,1170,86.1,995,1141,87.2,223,479,46.6,10,5.2,5.0,4.8,59,152,47,12,186,/en/squads/edd0d381/2024-2025/Dinamo-Zagreb-Stats
25,14.0,6376,7572,84.2,107154,37091,3069,3384,90.7,2607,2865,91.0,517,902,57.3,18,18.0,18.9,0.0,152,525,137,41,560,/en/squads/add600ae/2024-2025/Dortmund-Stats
29,12.0,4056,5027,80.7,74210,24724,1606,1833,87.6,1898,2123,89.4,437,788,55.5,12,8.4,7.4,3.6,96,305,64,13,377,/en/squads/fb4ca611/2024-2025/Feyenoord-Stats
26,8.0,3393,4007,84.7,59530,18980,1496,1632,91.7,1540,1706,90.3,288,477,60.4,3,6.9,6.3,-3.9,65,232,46,17,284,/en/squads/9024a00a/Girona-Stats
25,15.3,6308,7560,83.4,108117,35628,2872,3178,90.4,2742,3079,89.1,532,907,58.7,17,15.3,16.1,1.7,126,396,113,27,488,/en/squads/d609edc0/2024-2025/Internazionale-Stats
26,10.3,4501,5299,84.9,80078,25265,1969,2168,90.8,2024,2233,90.6,424,660,64.2,8,8.1,7.5,-0.1,85,337,61,22,401,/en/squads/e0652b02/2024-2025/Juventus-Stats
25,10.0,5376,6208,86.6,87419,27757,2834,3063,92.5,2091,2307,90.6,382,622,61.4,9,11.0,12.1,-2.0,116,474,87,22,430,/en/squads/c7a9f859/2024-2025/Bayer-Leverkusen-Stats
25,10.0,4130,4982,82.9,72897,23829,1733,1964,88.2,1934,2137,90.5,355,606,58.6,12,7.1,7.9,4.9,66,254,76,9,346,/en/squads/cb188c0c/Lille-Stats
27,10.3,4597,5463,84.1,79626,28394,2137,2351,90.9,1945,2179,89.3,404,692,58.4,13,14.8,13.6,-1.8,104,373,103,8,469,/en/squads/822bd0ba/2024-2025/Liverpool-Stats
26,10.0,6003,6682,89.8,96005,25831,3093,3293,93.9,2590,2785,93.0,271,424,63.9,11,13.5,17.6,-2.5,130,492,144,15,608,/en/squads/b8fd03ef/2024-2025/Manchester-City-Stats
26,10.0,4479,5195,86.2,77957,23966,1969,2183,90.2,2099,2308,90.9,337,528,63.8,11,10.8,11.4,0.2,111,388,86,18,472,/en/squads/dc56fe14/Milan-Stats
25,10.0,3827,4824,79.3,66696,24543,1812,2055,88.2,1653,1928,85.7,324,638,50.8,11,9.7,8.9,1.3,91,341,56,13,360,/en/squads/fd6114db/2024-2025/Monaco-Stats
28,12.3,5574,6696,83.2,100771,35067,2348,2598,90.4,2463,2761,89.2,594,939,63.3,14,13.8,13.7,0.2,161,467,116,29,571,/en/squads/e334d850/2024-2025/PSV-Eindhoven-Stats
22,17.3,9866,11284,87.4,166351,45874,4543,4909,92.5,4289,4648,92.3,743,1133,65.6,29,27.3,24.5,1.7,258,748,169,17,865,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats
23,8.0,3190,3925,81.3,53061,19544,1539,1725,89.2,1370,1573,87.1,218,413,52.8,4,8.6,8.4,-4.6,72,221,66,17,247,/en/squads/acbb6a5b/RB-Leipzig-Stats
24,8.0,3157,3862,81.7,54288,17468,1414,1627,86.9,1369,1547,88.5,264,458,57.6,5,4.3,5.6,0.7,56,240,51,5,283,/en/squads/50f2a074/2024-2025/Red-Bull-Salzburg-Stats
23,14.3,7112,8112,87.7,117809,34946,3479,3711,93.7,2845,3111,91.4,550,897,61.3,20,20.0,17.0,0.0,168,522,122,19,600,/en/squads/53a2f082/2024-2025/Real-Madrid-Stats
24,8.0,2637,3343,78.9,48169,18041,1099,1241,88.6,1207,1418,85.1,280,509,55.0,10,6.9,6.9,3.1,64,205,51,13,283,/en/squads/099c6eb5/2024-2025/Red-Star-Stats
21,8.0,2979,3642,81.8,52803,18975,1347,1479,91.1,1237,1398,88.5,310,555,55.9,5,5.2,5.5,-0.2,53,181,46,14,195,/en/squads/e89d5a28/2024-2025/Shakhtar-Donetsk-Stats
23,8.0,2372,3072,77.2,39535,15060,1128,1295,87.1,904,1069,84.6,217,450,48.2,5,4.6,2.7,0.4,45,168,28,1,197,/en/squads/ae7f2f70/2024-2025/Slovan-Bratislava-Stats
26,8.0,2033,2758,73.7,37349,13775,854,1017,84.0,876,1046,83.7,244,530,46.0,3,4.3,4.5,-1.3,50,139,29,10,184,/en/squads/ecb862be/2024-2025/Sparta-Prague-Stats
27,10.0,4260,5015,84.9,74052,25608,1904,2103,90.5,1957,2167,90.3,334,552,60.5,9,9.0,7.9,0.0,96,281,55,9,340,/en/squads/13dc44fd/2024-2025/Sporting-CP-Stats
23,8.0,2220,2944,75.4,37528,15283,1055,1218,86.6,871,1070,81.4,205,490,41.8,2,4.9,4.4,-2.9,49,156,42,6,186,/en/squads/3f4fe568/2024-2025/Sturm-Graz-Stats
23,8.0,3970,4773,83.2,62925,23039,2108,2296,91.8,1536,1754,87.6,238,466,51.1,11,11.0,14.8,0.0,109,324,106,27,396,/en/squads/598bc722/Stuttgart-Stats
24,8.0,2423,3102,78.1,45720,16236,980,1117,87.7,1066,1235,86.3,309,571,54.1,3,4.1,4.4,-1.1,53,175,43,16,221,/en/squads/4b682260/2024-2025/Young-Boys-Stats
