players_used,Poss,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,url
16,39,1,487,64,188,205,98,20,487,11,6,54.5,3,27.3,213,1317,690,16,10,6,16,5,275,19,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats
15,37,1,509,58,178,222,111,17,509,12,6,50.0,6,50.0,213,1372,720,23,7,5,18,4,303,27,/en/squads/18050b20/FC-Copenhagen-Stats
16,61,1,706,60,219,358,136,14,706,15,8,53.3,6,40.0,345,1397,633,11,9,0,17,11,497,42,/en/squads/ecd11ca2/Galatasaray-Stats
16,44,1,551,58,185,257,115,28,551,8,4,50.0,3,37.5,315,1305,571,11,9,4,14,11,359,35,/en/squads/d609edc0/Internazionale-Stats
16,52,1,650,51,217,261,177,30,650,19,6,31.6,11,57.9,329,1724,929,29,15,4,17,13,457,38,/en/squads/e0652b02/Juventus-Stats
16,63,1,789,65,228,365,203,24,789,19,6,31.6,11,57.9,433,1925,1009,11,10,3,20,7,594,55,/en/squads/c7a9f859/Bayer-Leverkusen-Stats
16,56,1,762,71,164,370,235,42,762,38,8,21.1,11,28.9,500,2299,1237,31,18,10,15,6,555,66,/en/squads/822bd0ba/Liverpool-Stats
16,73,1,933,27,97,367,475,37,933,14,3,21.4,3,21.4,641,3083,1690,30,40,7,11,8,761,66,/en/squads/b8fd03ef/Manchester-City-Stats
16,56,1,675,98,309,275,98,26,675,12,6,50.0,5,41.7,425,1791,942,17,9,7,10,6,472,33,/en/squads/5725cc7b/Marseille-Stats
16,51,1,623,58,186,305,137,21,622,11,3,27.3,8,72.7,385,1994,1047,20,13,1,22,8,435,39,/en/squads/fd6114db/Monaco-Stats
16,27,1,396,98,219,129,53,6,396,13,4,30.8,8,61.5,222,1233,570,8,8,1,12,3,237,9,/en/squads/d48ad4ff/Napoli-Stats
16,37,1,444,54,134,186,129,28,444,17,7,41.2,7,41.2,165,949,521,17,7,8,10,11,231,35,/en/squads/b2b47a98/Newcastle-United-Stats
16,70,1,683,18,86,344,262,36,683,19,10,52.6,8,42.1,317,1804,1147,25,16,7,15,10,480,76,/en/squads/2fdb4aef/Olympiacos-Stats
16,62,1,734,64,231,331,175,13,734,39,18,46.2,19,48.7,419,1915,949,17,13,4,15,4,463,37,/en/squads/e334d850/PSV-Eindhoven-Stats
16,30,1,416,108,281,103,37,4,416,13,4,30.8,6,46.2,125,732,402,9,5,2,21,4,183,7,/en/squads/cb42669e/Pafos-FC-Stats
16,67,1,829,74,267,364,202,42,828,19,12,63.2,7,36.8,552,2384,1000,17,9,6,11,6,665,36,/en/squads/e2d8892c/Paris-Saint-Germain-Stats
15,47,1,578,82,229,243,114,21,578,17,7,41.2,10,58.8,341,1726,909,12,18,3,14,9,366,27,/en/squads/44b65410/Qarabag-Stats
16,36,1,450,75,196,188,72,11,450,11,3,27.3,4,36.4,200,915,499,7,8,1,13,7,250,23,/en/squads/768fb565/Qairat-Almaty-Stats
15,44,1,550,47,114,260,181,42,548,32,11,34.4,16,50.0,291,1699,910,24,9,16,12,6,361,57,/en/squads/53a2f082/Real-Madrid-Stats
16,47,1,527,44,143,170,217,47,527,23,8,34.8,11,47.8,235,965,373,11,8,8,19,8,280,40,/en/squads/111cbfb1/Slavia-Prague-Stats
16,64,1,702,46,150,345,217,35,701,40,24,60.0,12,30.0,450,2487,1426,26,28,8,14,6,504,52,/en/squads/13dc44fd/Sporting-CP-Stats
16,58,1,629,58,213,306,112,19,629,22,12,54.5,8,36.4,296,1406,819,19,5,5,10,5,432,36,/en/squads/361ca564/Tottenham-Hotspur-Stats
14,38,1,523,47,191,219,124,28,522,24,8,33.3,12,50.0,217,1255,729,23,13,12,19,9,251,28,/en/squads/e14f61a5/Union-SG-Stats
16,42,1,491,56,190,236,73,18,491,20,6,30.0,11,55.0,259,1245,694,15,7,4,10,7,292,31,/en/squads/2a8183b3/Villarreal-Stats
