players_used,Poss,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,url
17,45.0,6.0,3263,428,1196,1498,599,101,3261,126,82,65.1,44,34.9,1736,9107,4657,94,56,23,78,60,2036,186,/en/squads/2fdb4aef/2019-2020/Olympiacos-Stats
24,53.2,11.0,7823,717,2423,3963,1515,225,7822,228,137,60.1,91,39.9,4706,22862,12052,204,187,58,165,95,5608,443,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats
25,57.1,10.0,7632,600,1974,3669,2047,259,7628,174,102,58.6,72,41.4,4298,22171,12453,233,189,36,183,76,5269,560,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats
21,44.8,6.0,3536,358,1055,1660,859,157,3534,103,47,45.6,56,54.4,1601,8305,4626,102,65,36,109,53,2045,258,/en/squads/50f2a074/2019-2020/Red-Bull-Salzburg-Stats
25,54.8,8.0,6067,521,1686,2662,1760,245,6066,155,97,62.6,58,37.4,3771,20974,10974,195,175,67,105,77,4478,409,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats
19,36.5,6.0,2906,451,1087,1397,454,78,2905,98,46,46.9,52,53.1,1495,8559,4557,82,57,15,101,45,1631,168,/en/squads/099c6eb5/2019-2020/Red-Star-Stats
18,49.8,6.0,3831,397,1253,1850,763,117,3830,116,73,62.9,43,37.1,2763,15339,8007,139,96,30,87,48,2684,178,/en/squads/e89d5a28/2019-2020/Shakhtar-Donetsk-Stats
20,48.7,6.0,3808,380,1188,1550,1112,134,3807,98,45,45.9,53,54.1,2141,11432,5369,104,97,27,110,56,2417,270,/en/squads/111cbfb1/2019-2020/Slavia-Prague-Stats
28,50.0,8.0,5209,514,1403,2680,1170,159,5207,197,111,56.3,86,43.7,3515,15844,8149,158,126,29,108,80,3530,295,/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats
23,48.5,8.0,4791,612,1684,2158,1001,143,4788,122,66,54.1,56,45.9,2506,12769,6524,122,85,20,106,63,3010,304,/en/squads/dcc91a7b/2019-2020/Valencia-Stats
19,39.5,6.0,3316,435,1238,1393,725,94,3316,100,54,54.0,46,46.0,1752,9216,4856,81,65,17,70,41,1871,173,/en/squads/98ce363d/2019-2020/Zenit-Stats
